Date,Currency,Amount,Address,Status
2017-07-08 17:17:36,BTC,0.22000000,12XpUeCmppmnDYERkQzjMLQbCTQ3Ldf3xu,COMPLETE
2017-05-23 17:50:52,BTC,0.80000000,12XpUeCmppmnDYERkQzjMLQbCTQ3Ldf3xu,COMPLETE
2017-05-04 21:44:02,BTC,0.81000000,12XpUeCmppmnDYERkQzjMLQbCTQ3Ldf3xu,COMPLETE
2017-04-24 15:58:51,BTC,0.25000000,12XpUeCmppmnDYERkQzjMLQbCTQ3Ldf3xu,COMPLETE
